,Company_Name,Design_Role,Experience,Functional_Area,Industry,Job_Application,Job_Link,Job_Post,Job_Title,Job_View,Key_Skills,Location,Num_Openings,Role_Category,Salary,SalaryI,Skill_Experience
132,CASHe- Startup,Data Analyst,10 - 12 yrs,Analytics & Business Intelligence,Internet  /    Ecommerce,Less than 10,https://www.naukri.com/job-listings-Data-Scientist-Lead-Manager-CASHe-Startup-Mumbai-10-to-12-years-220917901042?src=jobsearchDesk&sid=15082427361037&xp=50,Posted 24 days ago,Data Scientist - Lead / Manager,261,"Data Scientist,Data Modelling,Algorithm development,Hadoop,analytics,data science,Java,Python ",Mumbai,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Qualification Requirements:Engineering background (B.Tech / BE any branch)Experience & Exposure Requirements:10+ years in a leading Data Sciences / Research Centers / AI or ML LabsEssential Skills / Competencies:	Advanced statistical modelling and Analysis	Algorithm development/Code Development	Data Modelling	Deriving insights from statistical/mathematical models and results	Ability to translate a complex business problem into an Analytical Solution	Java	Pig	PythonPreferred Skills / Competencies:Knowledge of R and Hadoop is essential but check for experience and skillsPersonal Attributes:	An academic Mindset with an enthusiasm to learn, experiment, and research	Passion to work on complex Analytical and Business Problems in a high-pressured challenging environment	Creative / lateral thinking with a problem-solving aptitude	Ability to work in a team	Keen to try different approaches to solve complex problems	comfortable with experimentation	Has patience with iteration	Ability to lead and help the team & business to attain the common goals"
133,Sling Media Private Limited,Software Developer,5 - 8 yrs,"IT Software - Application Programming   ,     Maintenance",Consumer Electronics  /    Appliances  /    Durables,297,https://www.naukri.com/job-listings-Senior-Data-Scientist-Sling-Media-Bangalore-Sling-Media-Private-Limited-Bengaluru-5-to-8-years-210917002901?src=jobsearchDesk&sid=15082428499556&xp=1,Posted 22 days ago,Senior Data Scientist - Sling Media - Bangalore,884,"R,Data Analysis,Python,SQL,Statistical Modeling,Neural Networks,Machine Learning,Factor Analysis,Time Series,Statistics,analytics ",Bengaluru,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
134,i2e Consulting Pvt Ltd,Software Developer,3 - 4 yrs,"IT Software - DBA   ,     Datawarehousing",IT-Software  /    Software Services,486,https://www.naukri.com/job-listings-Data-Scientist-R-sas-python-i2e-Consulting-Pvt-Ltd-Mumbai-3-to-4-years-190917901907?src=jobsearchDesk&sid=15082428499556&xp=2,Posted 27 days ago,Data Scientist - R/sas/python,1103,"sas sql,r,machine learning,python,excel,segmentation,analytics,data manipulation,solution design,Data Scientist,Data Management,SAS,Data Modeling ",Mumbai,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
135,GE India Industrial Private Ltd.-,Data Analyst,5 - 8 yrs,Analytics & Business Intelligence,Oil and Gas  /    Energy  /    Power  /    Infrastructure,18,https://www.naukri.com/job-listings-Sr-Data-Scientist-GE-India-Industrial-Private-Ltd-Bengaluru-5-to-8-years-200917900840?src=jobsearchDesk&sid=15082428499556&xp=3,Posted 27 days ago,Sr Data Scientist,411,"senior Data Scientist,data analysis,Java,Python,JavaScript,Matlab,SQL,programming,algorithms,analytical models,statistical models ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Qualifications/Requirements Bachelors Degree in data science, electrical, computer, mechanical, aerospace, or industrial engineering from an accredited university or college Minimum of 5+ years of professional technical experience and software development experience in Java, Python, JavaScript, Python and Matlab languages. Strong knowledge of SQL and retrieving data from relational database systems Minimum of 5+ years of professional technical experience Must be willing to travel Must be willing to work out of an office located in Schenectady, NY.Desired Characteristics Masters Degree in data science, mechanical or electrical engineering from an accredited College or University or equivalent Strong technical analysis skills (ability to understand physics based models and perform data analysis) Software development background (Java, Python, JavaScript) Basic understanding of Python and Matlab languages Strong communication and leadership skills Ability to efficiently plan and coordinate tasks between multiple groups Strong quality awareness and ability to identify future failures, defects and problems Ability to work with multicultural teams, strong team player Ability to work within structured work methods High flexibility and motivation Strong knowledge of SQL and retrieving data from relational database systems Previous experience working with large data sets using big data technologies including Greenplum or other MPP database systems Previous experience with advanced SQL programming including DML and DDL Ability to work effectively in a matrix environment Superior analytical skills, with strong desire to improve processes and performance Strong presentation skills Distinctive ability to analyze technical processes Strong communication and project leadership skills with ability to clearly communicate issues and resolution to both a technical and non-technical audience"
136,Faasos,Data Analyst,1 - 4 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,696,https://www.naukri.com/job-listings-Data-Scientist-Pig-Hive-Faasos-Mumbai-1-to-4-years-180917900749?src=jobsearchDesk&sid=15082428499556&xp=4,Posted 29 days ago,Data Scientist - Pig / Hive,1486,"Data Scientist,Pig,Hive,Data Mining,Data Management,Python,Cassandra,Data Modeling,Hadoop,SVM,NoSQL,statistical testing ",Mumbai,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Skills and Qualifications- Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.- Experience with common data science toolkits, such as Python, Pandas, Jupyter, Spark, Hadoop etc. Excellence in at least one of these is highly desirable- Great communication skills- Experience with data visualisation tools, such as D3.js, GGplot, etc.- Proficiency in using query languages such as SQL, Hive, Pig- Experience with NoSQL databases, such as MongoDB, Elasticsearch, etc- Good applied statistics skills, such as distributions, statistical testing, regression, etc.- Good scripting and programming skills- Data-oriented personality"
137,GE India Industrial Private Ltd.,Data Analyst,3 - 5 yrs,Analytics & Business Intelligence,Aviation  /    Aerospace Firms,79,https://www.naukri.com/job-listings-Sr-Data-Scientist-GE-India-Industrial-Private-Ltd-Bengaluru-3-to-5-years-200917900203?src=jobsearchDesk&sid=15082428499556&xp=5,Posted 27 days ago,Sr Data Scientist,629,"Data Science,Predictive Analytics,Data Mining,Machine Learning,Design Analysis,Project Development,Report Generation,Data Scientist ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Qualifications/Requirements Masters Degree in a STEM major (Science, Technology, Engineering, Mathematics) plus 3 years data sciences experience Strong programming skills in R or PythonDesired Characteristics Demonstrated awareness of data management methods Strong oral and written communication skills Strong interpersonal and leadership skills"
138,Amazon Development Centre (India) Pvt. Ltd.,Data Analyst,2 - 4 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,180,https://www.naukri.com/job-listings-ML-Data-Scientist-Amazon-Development-Centre-India-Pvt-Ltd-Hyderabad-2-to-4-years-180917900740?src=jobsearchDesk&sid=15082428499556&xp=6,Posted 27 days ago,ML Data Scientist,1500+,"Deep Learning,Natural Language Processing,Information Retrieval,Data Science,Machine Learning,Python,Predictive Modeling,Spark,Cloud Computing,Business Strategy ",Hyderabad,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
139,Pramata Knowledge Solutions Private Limited,Head/VP/GM - Analytics & BI,6 - 11 yrs,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,62,https://www.naukri.com/job-listings-Urgent-Excellent-Opportunity-for-Data-Scientist-chief-Data-Scientist-Pramata-Knowledge-Solutions-Private-Limited-Bengaluru-Adugodi-6-to-11-years-200917005405?src=jobsearchDesk&sid=15082428499556&xp=7,Posted 27 days ago,Urgent & Excellent Opportunity for Data Scientist/chief Data Scientist,609,"text mining,data science,nlp,text analytics,python,artificial intelligence,machine learning ",Bengaluru(Adugodi),Openings: 1,Senior Management,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
140,CA (India) Technologies Private Limited,DBA,8 - 13 yrs,"IT Software - DBA   ,     Datawarehousing",IT-Software  /    Software Services,10,https://www.naukri.com/job-listings-Principal-Data-Scientist-CA-India-Technologies-Private-Limited-Hyderabad-8-to-13-years-190917901483?src=jobsearchDesk&sid=15082428499556&xp=9,Posted 27 days ago,Principal Data Scientist,578,"Java,Product Sales,Software Development,Artificial Intelligence,MS SQL,Operating Systems,Software Engineering,Software Design,Machine Learning,Product Management ",Hyderabad,,Admin/Maintenance/Security/Datawarehousing,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
141,Simple Analytics,Associate/Senior Associate -(Technical),1 - 2 yrs,"ITES   ,     BPO   ,     KPO   ,     LPO   ,     Customer Service   ,     Operations",IT-Software  /    Software Services,135,https://www.naukri.com/job-listings-Associate-Data-Scientist-with-R-Python-Velachery-Chennai-FTJ-Simple-Analytics-Chennai-Murugu-Nagar-1-to-2-years-190917000196?src=jobsearchDesk&sid=15082428499556&xp=10,Posted 28 days ago,"Associate Data Scientist(with R & Python) - Velachery, Chennai, FTJ",1113,"Bioinformatics,Python,R,Operations Research,MATLAB,Java,Machine Learning,Data Structures,Multivariate Analysis,Data Analysis,Statistician,pandas,Visual Basic,PL,SQL,Power builder ",Chennai(Murugu Nagar),Openings: 4,Back Office/Web/Transaction Processing,"INR  1,50,000 - 2,25,000 P.A.","1,50,000 - 2,25,000 P.A.",Please refer to the Job description above
142,Ocwen Financial Solutions Pvt. Ltd,Project Manager-IT/Software,10 - 15 yrs,IT Software - Other,Banking  /    Financial Services  /    Broking,1008,https://www.naukri.com/job-listings-Data-Scientist-Data-Management-Ocwen-Financial-Solutions-Pvt-Ltd-Bengaluru-10-to-15-years-190717006694?src=jobsearchDesk&sid=15082428499556&xp=11,Posted 22 days ago,"Data Scientist, Data Management",3000+,"R,Statistical Modeling,SAS,Machine Learning,Data Mining,Python,Data Analytics,Business Analysis,Java,hadoop,Storm,HIVE,cassandra,HDFS,data management ",Bengaluru,Openings: 1,Project Management,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
143,Samsung India Electronics Pvt. Ltd.,Technical Architect,6 - 11 yrs,"IT Software - eCommerce   ,     Internet Technologies",Consumer Electronics  /    Appliances  /    Durables,161,https://www.naukri.com/job-listings-Data-Scientist-Samsung-India-Electronics-Pvt-Ltd-Chennai-6-to-11-years-180917007138?src=jobsearchDesk&sid=15082428499556&xp=12,Posted 29 days ago,Data Scientist,1172,"r,python,machine learning,data mining,predictive modeling,forcasting,sql script ",Chennai,Openings: 2,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
144,IDEAS2IT TECHNOLOGY SERVICES PRIVATE LIMITED,Team Lead/Technical Lead,0 - 3 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,968,https://www.naukri.com/job-listings-Data-Scientist-IDEAS2IT-TECHNOLOGY-SERVICES-PRIVATE-LIMITED-Chennai-0-to-3-years-180917005472?src=jobsearchDesk&sid=15082428499556&xp=13,Posted 27 days ago,Data Scientist,2500+,"Text Mining,NLP,Data Science,Machine Learning,Java,R,Python,Algorithms,SAS,Data scientist,statistics,analytics,Big Data ",Chennai,Openings: 1,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Experience with statistical analysis using R and Python. Experience with Spark and ML as plusGood experience in data discovery, exploration and algorithm developmentExperience with working on large data sets and developing scalable algorithmsHands-on experience of machine learning and data mining algorithms such as decision trees, classifiers, text mining/ NLP, clustering, and regressionExp in SAS, SPSS, or scripting languages such as Java, Knowledge of Hadoop and other distributed computing platforms a plus.Broad knowledge of data mining, NLP algorithms, machine learning algorithms and other techniques technologiesStrong analytical and problem solving skills."
145,Ulink Agritech Pvt Ltd,Data Analyst,2 - 5 yrs,Analytics & Business Intelligence,Agriculture  /    Dairy,405,https://www.naukri.com/job-listings-Data-Scientist-Ulink-Agritech-Pvt-Ltd-Pune-Nagar-Road-2-to-5-years-060917006361?src=jobsearchDesk&sid=15082428499556&xp=14,Posted 26 days ago,Data Scientist,1165,"data scientist,logical,mysql,mongodb,cassandra,python ",Pune(Nagar Road),,Analytics & BI,"INR  7,00,000 - 10,00,000 P.A.","7,00,000 - 10,00,000 P.A.",Please refer to the Job description above
146,Confidential,Software Developer,2 - 4 yrs,IT Software - Other,IT-Software  /    Software Services,698,https://www.naukri.com/job-listings-Opening-for-Data-Scientist-Bangalore-Confidential-Bengaluru-2-to-4-years-310117006596?src=jobsearchDesk&sid=15082428499556&xp=15,Posted 20 days ago,"Job Opening for Data Scientist, Bangalore",1500+,"Excel,R,Machine Learning,SAS,SPSS,Data Analysis,Python,Tableau,Analytics,Big Data ",Bengaluru,Openings: 2,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
147,m.Paani - Startup,Data Analyst,1 - 2 yrs,Analytics & Business Intelligence,Internet  /    Ecommerce,204,https://www.naukri.com/job-listings-Data-Scientist-m-Paani-Startup-Mumbai-1-to-2-years-270917901203?src=jobsearchDesk&sid=15082428499556&xp=16,Posted 19 days ago,Data Scientist,702,"Data Visualization,Data Mining,Data Analysis,Data Analytics,Machine Learning,External Reporting,Business Intelligence,Data Collection,Report Generation,Consumer Behaviour,analytics,information extraction ",Mumbai,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
148,Startup-Medinfi Healthcare,Data Analyst,3 - 5 yrs,Analytics & Business Intelligence,Internet  /    Ecommerce,Less than 10,https://www.naukri.com/job-listings-Data-Scientist-Startup-Medinfi-Healthcare-Bengaluru-3-to-5-years-250917900189?src=jobsearchDesk&sid=15082428499556&xp=17,Posted 21 days ago,Data Scientist,277,"Server Side,PHP,Technical Design,Web Technologies,Front End,Agile Process,Code Review,Unit Testing,Solution Design,Product Development ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"QualificationsBachelors Degree in Engineering (preferably in Computer Science)3-5 years of experience in developing software products /applicationsExperience in MySQL or other database technologiesExperience in machine learning and statistical techniquesExperienced in server side /internet technologies like PHP, JavaExposure /Working knowledge on Web 2.0 technologies like CSS/ AJAX/ JavaScript /HTML5Experience with Analytics tools like Google Analytics, Zoho, Datawarehouse, etcStrong Computer Science fundamentals in data structures and algorithmsStrong OO design skills; experience developing complex features from scratch."
149,Startup-Mobiport.io,Data Analyst,3 - 8 yrs,Analytics & Business Intelligence,Internet  /    Ecommerce,86,https://www.naukri.com/job-listings-Data-Scientist-Startup-Mobiport-io-Hyderabad-3-to-8-years-250917900121?src=jobsearchDesk&sid=15082428499556&xp=18,Posted 21 days ago,Data Scientist,494,"Hive,Spark,Machine Learning,Python,R,SQL,Data Mining,Algorithms,Computer Science,Data Processing ",Hyderabad,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Desired Skills and Experiencequery languages like SQL , problem solving skills , understanding of computer science algorithms , data structures , Perl , Machine Learning , Apache Spark"
150,Information Dynamics India Pvt Ltd,Database Architect/Designer,4 - 9 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,58,https://www.naukri.com/job-listings-Data-Scientist-Chennai-Information-Dynamics-India-Pvt-Ltd-Chennai-4-to-9-years-250917005615?src=jobsearchDesk&sid=15082428499556&xp=19,Posted 22 days ago,Data Scientist - Chennai,377,"Spark,Hive,SCALA,Data Science,Machine Learning,Big Data,C,Java,Python,R ",Chennai,Openings: 2,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
151,Startup - Uniqreate,Data Analyst,2 - 4 yrs,Analytics & Business Intelligence,Internet  /    Ecommerce,21,https://www.naukri.com/job-listings-Data-Scientist-NLP-Startup-Uniqreate-Bengaluru-2-to-4-years-220917901075?src=jobsearchDesk&sid=15082428499556&xp=20,Posted 24 days ago,Data Scientist - NLP,389,"Outbound Sales,JSP,Java,Web Technologies,Calling,Python,Inbound Calls,Artificial Intelligence,Machine Learning,Natural Language Processing ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
152,P E Analytics Pvt Ltd,Analytics Manager,4 - 7 yrs,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,202,https://www.naukri.com/job-listings-Manager-data-Scientist-Data-Scientist-Specialist-P-E-Analytics-Pvt-Ltd-Gurgaon-Udyog-Vihar-4-to-7-years-110917003591?src=jobsearchDesk&sid=15082428499556&xp=21,Posted 25 days ago,Manager-data Scientist / Data Scientist Specialist,766,"SQL,Text Analytics,NLP,Data Science,Neural Networks,Algorithms,Statistical Analysis,Data Modeling,Python,R ",Gurgaon(Udyog Vihar),Openings: 2,Analytics & BI,"INR  15,00,000 - 20,00,000 P.A.","15,00,000 - 20,00,000 P.A.",Please refer to the Job description above
153,INNOVIZANT ANALYTICS PRIVATE LIMITED,Project Lead,15 - 18 yrs,IT Software - Other,IT-Software  /    Software Services,37,https://www.naukri.com/job-listings-Data-Scientist-INNOVIZANT-ANALYTICS-PRIVATE-LIMITED-Noida-15-to-18-years-011017000467?src=jobsearchDesk&sid=15082428499556&xp=22,Posted 13 days ago,Data Scientist,766,"bigdata,artificial intelligence,datamining,cognitive learning,cloud,regression,etl,mdm,dg,dq,Visualization ",Noida,Openings: 1,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Educational and Professional Credentials Required: Good to have : Bachelor deree preferably from IIT/Masters degree preferably from IIM  Specialization or industry regarded certification in the area of Banking or Insurance OR in Data Management especially around Data Science would be a plusTravel Requirements: Occasional Travel to the USA for Business Development or New Business Initiation can be expected.  On a longer term infrequent travel to other ODC locations within India may also be needed.
154,redBus.in(IBIBO GROUP PRIVATE LIMITED),Data Analyst,3 - 5 yrs,Analytics & Business Intelligence,Internet  /    Ecommerce,476,https://www.naukri.com/job-listings-Data-Scientist-ISI-redBus-in-IBIBO-GROUP-PRIVATE-LIMITED-Bengaluru-3-to-5-years-220817005855?src=jobsearchDesk&sid=15082428499556&xp=23,Posted 56 days ago,Data Scientist - ISI,1500+,"SAS,R,Cluster Analysis,Predictive Modeling,Statistical Modeling,Data Analysis,Statistics,Customer Segmentation,Marketing Strategy,Strong Communication Skills,Data Scientist ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
155,Kelly Services India Pvt. Ltd,Data Analyst,4 - 8 yrs,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,211,https://www.naukri.com/job-listings-Data-Scientist-KPO-Kelly-Services-India-Pvt-Ltd-Chennai-Bengaluru-4-to-8-years-070917006470?src=jobsearchDesk&sid=15082428499556&xp=24,Posted 40 days ago,Data Scientist - KPO,934,"NLP,R,SAS,Machine Learning,Statistical Modeling,Data Analysis,Statistical Software,Python,Java,Data Visualization ","Chennai,    Bengaluru",,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
156,Crescendo Global Services,Data Analyst,4 - 6 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,88,https://www.naukri.com/job-listings-Data-Scientist-R-Python-Crescendo-Global-Services-Delhi-NCR-Gurgaon-4-to-6-years-010917002029?src=jobsearchDesk&sid=15082428499556&xp=25,Posted 46 days ago,Data Scientist - R & Python,991,"Hadoop,Spark,Natural Language Processing,Pig,HBase,Data Science,Cassandra,Big Data,Python,Machine Learning ","Delhi NCR,    Gurgaon",,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
157,Premium  hiring for Mississippi Consultants LLP,Data Analyst,6 - 9 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,103,https://www.naukri.com/job-listings-Data-Scientist-Data-Analyst-R-Python-Machine-Learning-Premium-Pune-6-to-9-years-300817900519?src=jobsearchDesk&sid=15082428499556&xp=26,Posted 48 days ago,Data Scientist / Data Analyst - R / Python & Machine Learning,616,"Python,Machine Learning,Data Scientist,Data Analyst,R,SQL,Supply Chain Analytics,analytics,data mining,Statistical modeling ",Pune,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
158,Premium  hiring for Confidential,Data Analyst,3 - 8 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,793,https://www.naukri.com/job-listings-Data-Scientist-data-Analyst-R-python-Machine-Learning-Premium-Pune-3-to-8-years-170817901180?src=jobsearchDesk&sid=15082428499556&xp=27,Posted 59 days ago,Data Scientist/data Analyst - R/python & Machine Learning,1500+,"Text Mining,Machine Learning,R,Data Mining,Statistical Modeling,Data Analysis,SQL,Python,Statistical Analysis,Analytics,Data Analyst,Matlab ",Pune,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
159,Premium,Data Analyst,8 - 12 yrs,Analytics & Business Intelligence,Banking  /    Financial Services  /    Broking,56,https://www.naukri.com/job-listings-Big-Data-Scientist-Banking-Financial-Services-Sector-Premium-Delhi-NCR-Mumbai-Bengaluru-Chennai-8-to-12-years-290917901618?src=jobsearchDesk&sid=15082428499556&xp=28,Posted 13 days ago,Big Data Scientist - Banking & Financial Services Sector,575,"R,Machine Learning,Statistical Modeling,Predictive Modeling,Python,Analytics,Data Mining,Hadoop,Data Visualization,Statistical Analysis ","Delhi NCR,    Mumbai,    Bengaluru,    Chennai",,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"SKILLS : Mathematical and Statistical Modeling, Analytics, Machine Learning Algorithms, MySQL, R, Python, Hadoop, Big Data file system, Hive."
160,Premium,Data Analyst,3 - 8 yrs,Analytics & Business Intelligence,Banking  /    Financial Services  /    Broking,111,https://www.naukri.com/job-listings-Big-Data-Scientist-Banking-Financial-Services-Sector-Premium-Delhi-NCR-Mumbai-Bengaluru-Chennai-3-to-8-years-290917901611?src=jobsearchDesk&sid=15082428499556&xp=29,Posted 13 days ago,Big Data Scientist - Banking & Financial Services Sector,771,"R,Machine Learning,Statistical Modeling,Predictive Modeling,Python,Analytics,Data Mining,Hadoop,Data Visualization,Statistical Analysis ","Delhi NCR,    Mumbai,    Bengaluru,    Chennai",,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"SKILLS : Mathematical and Statistical Modeling, Analytics, Machine Learning Algorithms, MySQL, R, Python, Hadoop, Big Data file system, Hive."
161,Premium  hiring for Innoquest Consulting,Data Analyst,4 - 8 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,Less than 10,https://www.naukri.com/job-listings-Data-Scientist-IT-BPO-Premium-Bengaluru-4-to-8-years-290917901460?src=jobsearchDesk&sid=15082428499556&xp=30,Posted 13 days ago,Data Scientist - IT - BPO,303,"data scientist,hadoop,hdfs,cassandra,storm,sas,spss,matlab,minitab,text mining,nlp,Artificial Neural Network,SVM,SVD,Naive Bayes Classifier ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Experience: Industry Experience in statistical analysis with 4+ years- experience. Desired Candidate ProfileBachelor/Master's degree in any of the following disciplines: Statistics, Mathematics, Economics with Relevant experience in the field of Advanced Statistics, Machine Learning, Operations ResearchSkills:- Atleast 4 yrs relevant experience in statistical modelling and worked on Predictive modelling, forecasting, linear regression, logistics regression, segmentation, clustering, decision tree, supervised & unsupervised machine learning algorithms, K mean clustering.- Experience in tools such as SAS, R programming (Preferred), SPSS- Regression/ Multinomial Regression/ Logistic Regression- Cluster Analysis, Factor Analysis, PCA- Decision Tree/ Random Forest- Advance ML and AI algorithms- Supervised Learning, Unsupervised Learning and Reinforcement Learning- Artificial Neural Network, SVM, SVD, Naive Bayes Classifier, Association Rule Mining, Anomaly detection, Ensemble Methods, Recommendation Algorithms- Text Mining, NLP, NLTK- R or Python or any Statistical Tools (SAS, SPSS, Matlab, Minitab etc- )Knowledge in Data Warehouse and BI concepts is an added advantage.Experience with big data tools is an added advantage (e.g., Hadoop, HDFS, Cassandra, Storm)"
162,Catalyst,Data Analyst,2 - 7 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,708,https://www.naukri.com/job-listings-Data-Scientist-Python-sql-Catalyst-Bengaluru-2-to-7-years-190417900152?src=jobsearchDesk&sid=15082428499556&xp=31,Posted 14 days ago,Data Scientist - Python/sql,1386,"SQL,Algorithms,Python ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Bachelors or above in Mathematics, Statistics, CS or related fields. Min. 2 years experience with mathematical modelling, statistical analysis, machine learning, NLP- Must have implemented machine learning based solution which is being used in production Programming proficiency, preferably with Python, R, SQL, Java and equivalents- Experience of working with relational and non-relational databasesWe're a fast growing startup, looking for talented and ambitious individuals who want to join us on this journey and build awesome things which can change the way work gets done. You shall get,- Complete Ownership, Flexible timings We deal with millions of data points every day and we can assure you that you will have no dearth of data to work with in this job- Pay as per industry standards. Lucrative stock options. An awesome office to work in and awesome people to work with- Weekend beer! Munchies on the house )"
163,Yellow Box HR Services Pvt. Ltd.,Data Analyst,4 - 9 yrs,Analytics & Business Intelligence,Strategy  /    Management Consulting Firms,257,https://www.naukri.com/job-listings-Data-Scientist-Sr-Data-Scientist-Chennai-Yellow-Box-HR-Services-Pvt-Ltd-Chennai-4-to-9-years-140817003244?src=jobsearchDesk&sid=15082428499556&xp=33,Posted 8 days ago,Data Scientist &  Sr Data Scientist - Chennai,1465,"NLP,Machine Learning,Python,Text Analytics,Data Analytics,Data scientist,R,Statistical Simulation,Regression Modeling,Predictive modeling,statistical modeling ",Chennai,Openings: 20,Analytics & BI,"INR  16,00,000 - 20,00,000 P.A.","16,00,000 - 20,00,000 P.A.",Please refer to the Job description above
164,Spigot Software Private Limited,Technical Architect,8 - 13 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,214,https://www.naukri.com/job-listings-Requirement-for-data-Scientist-Sr-Data-Scientist-with-an-US-Co-Spigot-Software-Private-Limited-Bengaluru-8-to-13-years-100717003671?src=jobsearchDesk&sid=15082428499556&xp=34,Posted 7 days ago,"Requirement for ""data Scientist / Sr Data Scientist"" with an US Co...",1500+,"machine learning,data scientist,signal processing,sr data scientist ",Bengaluru,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
165,Premium  hiring for Client of Pluto Consultancy,Software Developer,7 - 12 yrs,"IT Software - Embedded   ,     EDA   ,     VLSI   ,     ASIC   ,     Chip Design",IT-Software  /    Software Services,13,https://www.naukri.com/job-listings-Data-Scientist-Data-Mining-machine-Learning-Premium-Delhi-NCR-7-to-12-years-061017901457?src=jobsearchDesk&sid=15082428499556&xp=35,Posted 11 days ago,Data Scientist - Data Mining/machine Learning,246,"data science,spark,big data,machine learning,r,data mining,hadoop,tableau,analytics,sas,data scientist,Qlikview ",Delhi NCR,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
166,Premium  hiring for imindyourbusiness,Data Analyst,7 - 12 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,65,https://www.naukri.com/job-listings-Data-Scientist-Predictive-Analytics-MIS-Premium-Bengaluru-7-to-12-years-061017900833?src=jobsearchDesk&sid=15082428499556&xp=36,Posted 11 days ago,Data Scientist - Predictive Analytics / MIS,388,"Data Scientist,Predictive Analytics,MIS,Analytics,SAS,Data Management,Business Intelligence,data manipulation,statistical model ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"So, who fits in :- Must have an MBA in Finance from a premier business school- 6-8 years of experience in analytical consulting, predictive analytics and MIS preferably hands-on programming using SAS/reporting tools- Hands on experience in Analytics, Business Intelligence tools to derive MIS (highly preferred)- Experience of working with large distributed database systemsSkills/Competencies Required :- Strong knowledge in reporting tools, data manipulation, statistical models and visual presentation- Excellent written and oral communication skills, particularly the ability to synthesize complex issues/scenarios into easy-to-understand concepts- Effective presentation skills and experience with audiences of all levels- Strong customer / user orientation ability to think - big picture- and understand the key trends and levers that drive the business"
